,File_name,File_path,File_size_bytes,File_size,Creation_time,Modification_time,Title,Author,Pages,author,category,comments,content_status,created,identifier,keywords,language,last_modified_by,last_printed,modified,revision,subject,title,version,Image_height,Image_width,Image_format,Image_mode,Image_is_animated,Frames_in_image
0,Карнаухов И.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Карнаухов И.docx,36014,35.17 KB,Thu Apr  1 00:16:28 2021,Wed Dec 16 20:05:31 2020,,,,Карнаухов Иван Алексеевич,,,,2020-12-15 21:35:00,,,,Карнаухов Иван Алексеевич,,2020-12-16 17:05:00,14.0,,,,,,,,,
0,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ.docx,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ.docx,32137,31.38 KB,Tue Oct 12 10:49:36 2021,Wed May 26 22:44:20 2021,,,,Карнаухов Иван Алексеевич,,,,2020-12-16 18:37:00,,,,Карнаухов Иван Алексеевич,,2021-05-26 19:44:00,2.0,,,,,,,,,
0,gillian_rose_visual_methodologies_an_introduction_to_the_interpretation.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/gillian_rose_visual_methodologies_an_introduction_to_the_interpretation.pdf,3001718,2.86 MB,Wed May 26 22:44:58 2021,Tue Dec 15 20:48:44 2020,,Acrobat Distiller 3.01 for Windows,240.0,,,,,,,,,,,,,,,,,,,,,
0,Elzesser_T__Khagener_M_Teoria_kino_Glaz_emotsii_telo_2016.pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/Elzesser_T__Khagener_M_Teoria_kino_Glaz_emotsii_telo_2016.pdf,35710449,34.06 MB,Wed May 26 22:44:23 2021,Wed Dec 16 00:26:02 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,(_Новая история искусства_) Екатерина Андреева - Постмодернизм _ искусство второй половины XX - начала XXI века-Азбука-классика (2007).pdf,/Users/karnaukhovivan/Desktop/3 курс/1 семестр/Постмодернизм/Эссе. Постмодернизм/(_Новая история искусства_) Екатерина Андреева - Постмодернизм _ искусство второй половины XX - начала XXI века-Азбука-классика (2007).pdf,52242868,49.82 MB,Thu Sep  2 17:57:17 2021,Sat Dec 12 13:20:41 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Список литературы.docx,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Список литературы.docx,36251,35.4 KB,Tue Mar 21 12:09:38 2023,Fri Nov 27 23:11:32 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-18 20:14:00,,,,Карнаухов Иван Алексеевич,,2020-11-27 20:11:00,12.0,,,,,,,,,
0,likhachev_ds_red_slovar_knizhnikov_i_knizhnosti_drevney_rusi.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/доклад/likhachev_ds_red_slovar_knizhnikov_i_knizhnosti_drevney_rusi.pdf,35448821,33.81 MB,Thu Nov  5 20:01:14 2020,Thu May 14 21:31:33 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,payps_richard_rossiya_pri_starom_rezhime.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/доклад/payps_richard_rossiya_pri_starom_rezhime.pdf,93660741,89.32 MB,Thu Nov  5 20:10:38 2020,Thu May 14 21:52:47 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Источниковедение.docx,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/доклад/Источниковедение.docx,28620,27.95 KB,Thu Sep 30 15:58:22 2021,Mon Jun  8 18:22:45 2020,,,,Карнаухов Иван Алексеевич,,,,2020-05-17 22:34:00,,,,Карнаухов Иван Алексеевич,,2020-06-08 15:22:00,4.0,,,,,,,,,
0,Список литературы.docx,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/доклад/Список литературы.docx,15634,15.27 KB,Thu Nov  5 19:55:26 2020,Thu May  7 19:17:55 2020,,,,Карнаухов Иван Алексеевич,,,,2020-04-30 21:42:00,,,,Карнаухов Иван Алексеевич,,2020-05-07 16:17:00,3.0,,,,,,,,,
0,velizhev_Chaadaev_political_language.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/velizhev_Chaadaev_political_language.pdf,214641,209.61 KB,Fri Nov 13 18:48:03 2020,Wed Nov  4 23:51:36 2020,ntemp1,QuarkXPress(R) 8.5,17.0,,,,,,,,,,,,,,,,,,,,,
0,gudkov_l_dubin_b_literatura_kak_sotsialnyi_institut.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/gudkov_l_dubin_b_literatura_kak_sotsialnyi_institut.pdf,21065351,20.09 MB,Fri Nov 13 18:49:11 2020,Mon Oct 19 00:25:04 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,atnashev_timur_velizhev_mikhail_sost_kembridzhskaia_shkola_t.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/atnashev_timur_velizhev_mikhail_sost_kembridzhskaia_shkola_t.pdf,10166891,9.7 MB,Tue Nov 30 03:11:40 2021,Mon Oct 19 00:27:53 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,istoriya_russkoj_literatury_tom_1_1980__ocr.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/istoriya_russkoj_literatury_tom_1_1980__ocr.pdf,50785896,48.43 MB,Mon Dec 13 16:09:45 2021,Mon Oct 19 00:41:34 2020,История русской литературы. Том 1. Древнерусская литература. Литература XVIII века. — Л. : Наука. 1980,http://imwerden.de,817.0,,,,,,,,,,,,,,,,,,,,,
0,erusalimskii_kiu_sbornik_kurbskogo_tom_1_issledovanie_knizhn.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/erusalimskii_kiu_sbornik_kurbskogo_tom_1_issledovanie_knizhn.pdf,87846422,83.78 MB,Mon Oct  4 12:31:48 2021,Mon Oct 19 00:26:22 2020,,GPL Ghostscript 9.07,883.0,,,,,,,,,,,,,,,,,,,,,
0,erusalimskii_kiu_sbornik_kurbskogo_tom_2_issledovanie_knizhn.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/erusalimskii_kiu_sbornik_kurbskogo_tom_2_issledovanie_knizhn.pdf,4941064,4.71 MB,Fri Nov 13 18:49:23 2020,Mon Oct 19 00:23:52 2020,,GPL Ghostscript 9.26,538.0,,,,,,,,,,,,,,,,,,,,,
0,EB_1945_AKS_00001254.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/EB_1945_AKS_00001254.pdf,41826630,39.89 MB,Fri Nov 13 18:54:07 2020,Mon Oct 19 00:40:22 2020,Древняя русская литература. 11-17 веков,FPDF 1.6,349.0,,,,,,,,,,,,,,,,,,,,,
0,pocock_john_greville_agard_political_thought_and_history_ess.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/pocock_john_greville_agard_political_thought_and_history_ess.pdf,13813638,13.17 MB,Thu Nov  5 20:10:29 2020,Mon Oct 19 00:38:47 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Uayt_Kh_Metaistoria_M__2002.pdf,/Users/karnaukhovivan/Desktop/3 курс/Курсовая (3)/Литература/Uayt_Kh_Metaistoria_M__2002.pdf,8087942,7.71 MB,Fri Nov 13 18:48:15 2020,Mon Oct 19 00:25:48 2020,Avision,Adobe PDF Scan Library 2.2,269.0,,,,,,,,,,,,,,,,,,,,,
0,"- Sex For Sale_ Prostitution, Pornography, And The Sex Industry-Routledge (2013).pdf","/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/- Sex For Sale_ Prostitution, Pornography, And The Sex Industry-Routledge (2013).pdf",4801003,4.58 MB,Fri Sep  3 23:47:36 2021,Thu Jul  9 18:15:30 2020,"SEX for SALE: PROSTITUTION, PORNOGRAPHY, AND THE SEX INDUSTRY, Second Edition",Acrobat Distiller 6.0 for Macintosh,379.0,,,,,,,,,,,,,,,,,,,,,
0,Dzhulian_Badzhini_Svinya_kotoraya_khotela_chtoby_ee_seli.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Dzhulian_Badzhini_Svinya_kotoraya_khotela_chtoby_ee_seli.pdf,18231890,17.39 MB,Mon Sep 27 11:15:36 2021,Fri Jul  3 12:24:44 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Речь для видео.docx,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Речь для видео.docx,16232,15.85 KB,Mon Sep 27 11:15:36 2021,Sun Jun 21 23:36:38 2020,,,,Карнаухов Иван Алексеевич,,,,2020-06-21 15:09:00,,,,Карнаухов Иван Алексеевич,,2020-06-21 20:36:00,4.0,,,,,,,,,
0,document.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/document.pdf,196764,192.15 KB,Sun Sep 11 22:27:39 2022,Tue Jul  7 15:54:41 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Карнаухов Иван.docx,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Карнаухов Иван.docx,20867,20.38 KB,Mon Sep 27 11:15:36 2021,Sun Jun 21 21:50:25 2020,,,,Карнаухов Иван Алексеевич,,,,2020-06-20 21:06:00,,,,Карнаухов Иван Алексеевич,,2020-06-21 18:50:00,11.0,,,,,,,,,
0,Конспект.docx,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Конспект.docx,41223,40.26 KB,Sat Oct  8 16:38:14 2022,Fri Jul 10 15:59:43 2020,,,,Карнаухов Иван Алексеевич,,,,2020-07-03 10:54:00,,,,Карнаухов Иван Алексеевич,,2020-07-10 12:59:00,21.0,,,,,,,,,
0,Beyond-Human-Rights-by-Giorgio-Agamben.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Beyond-Human-Rights-by-Giorgio-Agamben.pdf,99473,97.14 KB,Mon Sep 27 11:15:36 2021,Thu Jul  9 14:20:51 2020,untitled,Acrobat Distiller 8.0.0 (Macintosh),6.0,,,,,,,,,,,,,,,,,,,,,
0,Arendt_Kh_Istoki_totalitarizma.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Arendt_Kh_Istoki_totalitarizma.pdf,33170775,31.63 MB,Mon Sep 27 11:15:36 2021,Wed Jul  8 17:46:02 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,13.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/13.pdf,383083,374.1 KB,Mon Sep 27 11:15:36 2021,Mon Jul  6 15:10:19 2020,Sapolski_Biologiya-dobra-i-zla-Kak-nauka-obyasnyaet-nashi-postupki.534294.fb2.pdf,macOS Версия 10.15.5 (Выпуск 19F101) Quartz PDFContext,12.0,,,,,,,,,,,,,,,,,,,,,
0,blok_uolter_ovtsy_v_volchikh_shkurakh_v_zashchitu_poritsaemy.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/blok_uolter_ovtsy_v_volchikh_shkurakh_v_zashchitu_poritsaemy.pdf,41675234,39.74 MB,Mon Sep 27 11:15:36 2021,Fri Jul  3 12:28:38 2020,Blok_Block.indd,Acrobat Distiller 6.0 (Windows),304.0,,,,,,,,,,,,,,,,,,,,,
0,arendt_we_refugees.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/arendt_we_refugees.pdf,1730283,1.65 MB,Sun Sep 11 22:28:55 2022,Wed Jul  8 13:42:45 2020,,Canon iR5570/iR6570             ,6.0,,,,,,,,,,,,,,,,,,,,,
0,Nussbaum_M_-_Ne_radi_pribyli_Zachem_demokratii_gumanitarnye_nauki_-2014.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Nussbaum_M_-_Ne_radi_pribyli_Zachem_demokratii_gumanitarnye_nauki_-2014.pdf,1178698,1.12 MB,Mon Sep 27 11:15:36 2021,Fri Jul  3 12:24:22 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,tedtalks(2).pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/tedtalks(2).pdf,69683,68.05 KB,Mon Sep 27 11:15:36 2021,Tue Jul  7 14:00:42 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,"Сэндел М. - Справедливость. Как поступать правильно-Манн, Иванов и Фербер (2013).pdf","/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Сэндел М. - Справедливость. Как поступать правильно-Манн, Иванов и Фербер (2013).pdf",4654498,4.44 MB,Mon Sep 27 11:15:36 2021,Fri Jul  3 12:32:04 2020,Untitled-1,Acrobat Distiller 10.1.7 (Windows),337.0,,,,,,,,,,,,,,,,,,,,,
0,Ayzek_Azimov_-_Dvukhsotletniy_chelovek.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Ayzek_Azimov_-_Dvukhsotletniy_chelovek.pdf,439294,429.0 KB,Mon Sep 27 11:15:37 2021,Fri Jul  3 12:23:27 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Anderson_B_-_Voobrazhaemye_soobschestva_Razmyshlenia_ob_istokakh_i_rasprostranenii_natsionalizma.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Anderson_B_-_Voobrazhaemye_soobschestva_Razmyshlenia_ob_istokakh_i_rasprostranenii_natsionalizma.pdf,1875602,1.79 MB,Sat Oct  8 16:36:20 2022,Wed Jul  8 17:51:55 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,sapolski_biologiya-dobra-i-zla-kak-nauka-obyasnyaet-nashi-postupki_534294_fb2.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/sapolski_biologiya-dobra-i-zla-kak-nauka-obyasnyaet-nashi-postupki_534294_fb2.pdf,15551173,14.83 MB,Mon Sep 27 11:15:37 2021,Mon Jul  6 15:10:24 2020,Биология добра и зла. Как наука объясняет наши поступки,calibre (4.18.0) [http://calibre-ebook.com],1177.0,,,,,,,,,,,,,,,,,,,,,
0,tedtalks.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/tedtalks.pdf,53458,52.21 KB,Mon Sep 27 11:15:37 2021,Mon Jul  6 15:09:55 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,document(2).pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/document(2).pdf,144878,141.48 KB,Sun Sep 11 22:27:50 2022,Wed Jul  8 14:27:08 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Лекции.docx,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Лекции.docx,33425,32.64 KB,Mon Sep 27 11:15:37 2021,Sat Jul 11 02:03:03 2020,,,,Карнаухов Иван Алексеевич,,,,2020-07-05 10:32:00,,,,Карнаухов Иван Алексеевич,,2020-07-10 23:03:00,10.0,,,,,,,,,
0,Andrea Dworkin - Intercourse_ The Twentieth Anniversary Edition-Basic Books (2007).pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Andrea Dworkin - Intercourse_ The Twentieth Anniversary Edition-Basic Books (2007).pdf,7955352,7.59 MB,Mon Sep 27 11:15:37 2021,Thu Jul  9 18:34:24 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Arendt_Kh_Banalnost_zla_Eykhman_v_Ierusalime__Kholokost__-_2008.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/летняя школа/Arendt_Kh_Banalnost_zla_Eykhman_v_Ierusalime__Kholokost__-_2008.pdf,10211800,9.74 MB,Sun Sep 11 22:28:53 2022,Wed Jul  8 17:39:47 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,C.L.R. James - The Black Jacobins_ Toussaint L'Ouverture and the San Domingo Revolution-Vintage (1989).pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/Литература/C.L.R. James - The Black Jacobins_ Toussaint L'Ouverture and the San Domingo Revolution-Vintage (1989).pdf,6371442,6.08 MB,Thu Nov  5 20:18:21 2020,Fri Jun 26 23:36:46 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,rostovtsev_ea_sanktpeterburgskiy_universitet_v_kontekste_sot.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/Литература/rostovtsev_ea_sanktpeterburgskiy_universitet_v_kontekste_sot.pdf,7513032,7.16 MB,Thu Sep  2 17:57:17 2021,Thu Apr 30 22:25:42 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Daniel_Geren_Anarkhizm_Ot_teorii_k_praktike.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/Литература/Daniel_Geren_Anarkhizm_Ot_teorii_k_praktike.pdf,950598,928.32 KB,Thu Nov  5 20:18:02 2020,Mon Jul  6 17:47:21 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Stiven_Grinblatt.pdf,/Users/karnaukhovivan/Desktop/3 курс/наука/Литература/Дневник/Stiven_Grinblatt.pdf,387183,378.11 KB,Mon Apr  5 01:49:00 2021,Thu Jul  2 14:31:29 2020,,,,,,,,,,,,,,,,,,,,,,,,
0,Семинар 6.docx,/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Семинар 6.docx,36949,36.08 KB,Mon Jan 24 05:19:01 2022,Tue Jan  5 19:13:34 2021,,,,Карнаухов Иван Алексеевич,,,,2020-11-06 13:32:00,,,,Карнаухов Иван Алексеевич,,2021-01-05 16:13:00,7.0,,,,,,,,,
0,Семинар 10.docx,/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Семинар 10.docx,37722,36.84 KB,Fri Apr  1 11:52:05 2022,Sat Dec 26 00:20:53 2020,,,,Карнаухов Иван Алексеевич,,,,2020-12-21 18:56:00,,,,Карнаухов Иван Алексеевич,,2020-12-25 21:20:00,8.0,,,,,,,,,
0,Женское_феминистское искусство_Презентация.pdf,/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Женское_феминистское искусство_Презентация.pdf,19840094,18.92 MB,Thu Feb 18 17:30:20 2021,Sat Nov 21 18:39:56 2020,Копия Без названия,Mac OS X 10.10 Quartz PDFContext,31.0,,,,,,,,,,,,,,,,,,,,,
0,"Adams, D. (2000). Can Pornography Cause Rape .pdf","/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Исследования про изнасилования/Adams, D. (2000). Can Pornography Cause Rape .pdf",314153,306.79 KB,Sun Dec 26 03:17:46 2021,Sat Oct 17 21:41:12 2020,Can Pornography Cause Rape?,PDFlib PLOP 3.0 (.NET/Win32)/Acrobat Distiller 3.01 for Windows,43.0,,,,,,,,,,,,,,,,,,,,,
0,"Schott, R. M. (2011). War rape, natality and genocide.pdf","/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Исследования про изнасилования/Schott, R. M. (2011). War rape, natality and genocide.pdf",109899,107.32 KB,Thu Nov  5 20:58:01 2020,Sat Oct 17 21:41:10 2020,untitled,Acrobat Distiller 7.0 (Windows),18.0,,,,,,,,,,,,,,,,,,,,,
0,Конспект. Rape studies.docx,/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Исследования про изнасилования/Конспект. Rape studies.docx,14619,14.28 KB,Thu Nov  5 20:58:01 2020,Sat Oct 17 21:43:30 2020,,,,Карнаухов Иван Алексеевич,,,,2020-10-17 18:42:00,,,,Карнаухов Иван Алексеевич,,2020-10-17 18:43:00,2.0,,,,,,,,,
0,"Goodhart, M. (2007). Sins of the Fathers War Rape, Wrongful Procreation, and Childrens Human Rights.pdf","/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Исследования про изнасилования/Goodhart, M. (2007). Sins of the Fathers War Rape, Wrongful Procreation, and Childrens Human Rights.pdf",104534,102.08 KB,Thu Nov  5 20:58:01 2020,Sat Oct 17 21:41:06 2020,CJHR_02_233359.tex,Acrobat Distiller 5.0.5 for Macintosh,19.0,,,,,,,,,,,,,,,,,,,,,
0,"Card, C. (2008). The Paradox of Genocidal Rape Aimed at Enforced Pregnancy.pdf","/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Исследования про изнасилования/Card, C. (2008). The Paradox of Genocidal Rape Aimed at Enforced Pregnancy.pdf",946167,923.99 KB,Thu Nov  5 20:58:05 2020,Sat Oct 17 21:41:04 2020,The Paradox of Genocidal Rape Aimed at Enforced Pregnancy,Acrobat 4.0 Import Plug-in for Windows,14.0,,,,,,,,,,,,,,,,,,,,,
0,"Pineau, L., 1989, Date Rape- A Feminist Analysis.pdf","/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Исследования про изнасилования/Pineau, L., 1989, Date Rape- A Feminist Analysis.pdf",843225,823.46 KB,Thu Nov  5 20:58:07 2020,Sat Oct 17 21:41:09 2020,Date Rape: A Feminist Analysis,iText 2.0.1 (by lowagie.com),28.0,,,,,,,,,,,,,,,,,,,,,
0,Tretiakov2018.pdf,/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Литература/Tretiakov2018.pdf,5931819,5.66 MB,Tue Jan  5 19:27:44 2021,Tue Jan  5 19:27:39 2021,,,,,,,,,,,,,,,,,,,,,,,,
0,rolan_bart_mifologii.pdf,/Users/karnaukhovivan/Desktop/3 курс/Свободный университет. Гендер/гендер - свободный университет/Литература/rolan_bart_mifologii.pdf,5391539,5.14 MB,Tue Jan  5 19:26:49 2021,Tue Jan  5 19:26:42 2021,Мифологии,Mac OS X 10.10 Quartz PDFContext,318.0,,,,,,,,,,,,,,,,,,,,,
0,Черновые бумаги.docx,/Users/karnaukhovivan/Desktop/3 курс/Практика/Черновые бумаги.docx,13957,13.63 KB,Mon Aug  9 14:10:10 2021,Tue Jul  6 20:11:18 2021,,,,Карнаухов Иван Алексеевич,,,,2021-07-06 13:31:00,,,,Карнаухов Иван Алексеевич,,2021-07-06 17:11:00,1.0,,,,,,,,,
0,Карнаухов И.А._Практика_05.07.2021.docx,/Users/karnaukhovivan/Desktop/3 курс/Практика/Карнаухов И.А._Практика_05.07.2021.docx,15859,15.49 KB,Thu Sep  2 19:14:31 2021,Tue Jul  6 16:10:13 2021,,,,Карнаухов Иван Алексеевич,,,,2021-07-05 13:31:00,,,,Карнаухов Иван Алексеевич,,2021-07-06 13:10:00,7.0,,,,,,,,,

